path,format,bytes,sha256,origin
04_Typography/fonts/Geist-Regular.ttf,ttf,72916,ccce59465ae5c61930ada5453834f60500fbd95084d85db63e0e65fad0125455,preserved
04_Typography/fonts/Geist-SemiBold.ttf,ttf,73048,7171f481b121803d007f5c6c76cd9988c0d41cce4202db9a18dff9945505d36d,preserved
04_Typography/fonts/GeistMono-Medium.ttf,ttf,71212,5c1b7b77c2d6132460f03b60c175adc80da1ebd0b418c785135b1aed27a28b30,preserved
04_Typography/fonts/GeistMono-Regular.ttf,ttf,71160,7022da390e9b401ea35b722f8ed2376948e70add10954bc798839b4bfe17ef3f,preserved
04_Typography/fonts/Goldman-Regular.ttf,ttf,76168,3c73352d9ab40dc592fd5f2fc91dd55e686f8b8c48b67ffb74c5e0ff184f3b0b,preserved
04_Typography/implementation-notes.txt,txt,623,f8add2088849c390bf91fd629deb5debb14174cb5a22323d1bfbb0a5145e756e,preserved
04_Typography/typography-guide.pdf,pdf,2420946,5b14e3477d167f54340e95ab1d818c5cec610c3a64cf9546fe4e9d078e122c6c,preserved
05_Iconography/icons.svg,svg,4203,9d8024addbe46dfd0bc203652da2e98e2efe03145259b37c9374a65d0755eb13,preserved
05_Iconography/individual-icons/agua.svg,svg,403,7ff92f85480e2a3c64bed490cccbf714af2bf8511f7638c2bc510ab42dbf1253,preserved
05_Iconography/individual-icons/benchmark.svg,svg,393,d2fa669bffbd53d7dcfe74adf7b843005aec0613fc728648d384c0c56664c1d6,preserved
05_Iconography/individual-icons/comunidade.svg,svg,449,a743ae635c3d9a46b4fa102adb4843ac765f8bf312785669013db1c9dc167caf,preserved
05_Iconography/individual-icons/contratos.svg,svg,393,861723ecc01819d420a71eb0e6fc7b48a11377e29ee456aec3b372d5976c9cbc,preserved
05_Iconography/individual-icons/documentos.svg,svg,387,9f702f0f9738a9b94cb2bd9058dd0cb51495139b19124b67f4a1ee13d73cc669,preserved
05_Iconography/individual-icons/elevadores.svg,svg,396,adc01011e60dcf38041b6041e1e72da2802d8cacfec5e7424266ce2c3ccd9927,preserved
05_Iconography/individual-icons/energia.svg,svg,367,6b02d3da96784bea34413b583065d1fa46f5bf931929a16dec46256883fe8337,preserved
05_Iconography/individual-icons/evidencias.svg,svg,387,70537ee2fbce39a80f241f1231657e8fcf4c190b74af88b622b16a2894a6115f,preserved
05_Iconography/individual-icons/financeiro.svg,svg,383,482830df6b8e33ac4006f9d9c0ed91e8f39d22577c2e1b8ff559def46f6aa3f0,preserved
05_Iconography/individual-icons/fornecedores.svg,svg,395,9fcb5bea3213ba00ea166d6bbd8cebb9fbb35e3d8dd8be27f681e3e4accfd686,preserved
05_Iconography/individual-icons/governanca.svg,svg,401,d0aa7600b25951308388652d43e7318b788486ec423ec7be4d593e6a44345b15,preserved
05_Iconography/individual-icons/investigacao.svg,svg,407,2e2dfff281483f5b2bd549fee388c5ad884586787c70cac50ce9ecd90a1c08aa,preserved
05_Iconography/individual-icons/juridico.svg,svg,400,ecffb1bc81ee3d9924425be789622d0515a014e5106d5186c078ed2af936b021,preserved
05_Iconography/individual-icons/manutencao.svg,svg,400,4bb9acf5b10fe64b897693bbb878fa7858c3ceeac6b5933bceb29cd350207dee,preserved
05_Iconography/individual-icons/mobilizacao.svg,svg,417,0cc742f334ae92fec4c6f95e89841e4dc74ca9a265493e9e1806720a17ca4a8e,preserved
05_Iconography/individual-icons/obras.svg,svg,386,7cd7d7f648916a995b6618357dfd8aef2e122207bbec3fb0c13b74da3188a97d,preserved
05_Iconography/individual-icons/seguranca.svg,svg,428,4c0fefb0d627a9d5d1bd7df146a3f363c2a1f012ae83a9d2f20b6f557ce49bfa,preserved
05_Iconography/preview/agua.png,png,2007,5f7e84d9e3b5519b668c621406a59e47f90a113efbc160e512f25f418eeb3510,new
05_Iconography/preview/benchmark.png,png,855,8e26fa69a9c3dfb6a7bb26b564d9883926fcf727b0308c6e58f7137fe9f30dad,new
05_Iconography/preview/comunidade.png,png,1860,4d5b21f1d31abbbca707b07c37360a58da14c0463b8a4f558fe049ea2901ceb9,new
05_Iconography/preview/contratos.png,png,584,4a5c6996e2631b3d004a88bfc21afbc9a85d269ab9f609399ad1cac3be012e14,new
05_Iconography/preview/documentos.png,png,572,4400f672fecf49807e49318fafbe494d67b491391a2a369f24f017a9ca425224,new
05_Iconography/preview/elevadores.png,png,808,b10f592abff9d59e395a76c14d8b9e858882650cdc6c1c0a77175079a5fa4cdb,new
05_Iconography/preview/energia.png,png,1222,1c645c6f92c1702870f7349330345a9e2acfadd255f77ce4ee0580ed73d1eaf5,new
05_Iconography/preview/evidencias.png,png,745,4032099266ea1f0ebbfd28ee562093e567b3901ab53ff2e1d62318cdfc0f9d60,new
05_Iconography/preview/financeiro.png,png,888,3921000bea26df45c5a8990e77bf1a73d23f8290b596b12c971feb8d8d0e49b6,new
05_Iconography/preview/fornecedores.png,png,525,517cb1d936d5c1d99fdf3757cd44d444fe754b7c6a028230e47ae50124cb955e,new
05_Iconography/preview/governanca.png,png,1807,e368bb5dd0d8f51bfaa675691af6958c8acf600aa17917776792c5fc0bccd1ba,new
05_Iconography/preview/investigacao.png,png,1505,54c4ca82e493eaa92c54bb4a35ce08c0446704497af0e19917baf085eebcd33c,new
05_Iconography/preview/juridico.png,png,737,d0bf6b938deff5dca643cdba8654f480ee271fb6b4b8e43c04bbc577f194dacd,new
05_Iconography/preview/manutencao.png,png,1073,7db4507b61f1825ca5a1574c3c1fb182e132bd41d1027fdfbfbcdcf5fdd9b47a,new
05_Iconography/preview/mobilizacao.png,png,1286,811969e22d68041cdb4a7d686976b8c059558a40fe5a7c8b56c19e0ab87afbca,new
05_Iconography/preview/obras.png,png,788,cc301579e3deb99cc5f89bce8b442829cb911d2e6125b79de51440c6cafc62a5,new
05_Iconography/preview/seguranca.png,png,1727,2f487d09b410b54cec6a41a004fd80570b9359abda0f09952c6880863a0178ea,new
06_Graphic_System/backgrounds/facet-field-dark.svg,svg,972,d28a74fb023fe4bba767ca31553a65fd673b111059fa75516107af2e88950f62,preserved
06_Graphic_System/backgrounds/facet-field-light.svg,svg,603,ee1fbc654c5755fd3250dbffe961915849765f01a3da056c0fd806b9054612ee,preserved
06_Graphic_System/grids/scan-grid.svg,svg,773,d1ce4e3b521f78342b0305aa80f8f499df3793dfa8c7690ab0923c4127b3b41a,preserved
06_Graphic_System/patterns/evidence-network.png,png,37845,f55bca5c50a10cd5306a05bb68efc01ceb38678ee6fab5ff37ea98f379a2edb3,preserved
06_Graphic_System/patterns/evidence-network.svg,svg,918,ae1610f75da815c669a968effc2aff5d197f031a71b1afdafd9524f848fb72f4,preserved
06_Graphic_System/patterns/facet-field-dark.png,png,155632,b4435c42de9dc7a0312892b2818df0435062f875d5d49313ebe43d6aba0ec676,preserved
06_Graphic_System/patterns/facet-field-dark.svg,svg,972,d28a74fb023fe4bba767ca31553a65fd673b111059fa75516107af2e88950f62,preserved
06_Graphic_System/patterns/facet-field-light.png,png,18531,5980147bfa382ecc73b94171b74177af26826b44f5a5949ea263ff5dea2890c2,preserved
06_Graphic_System/patterns/facet-field-light.svg,svg,603,ee1fbc654c5755fd3250dbffe961915849765f01a3da056c0fd806b9054612ee,preserved
06_Graphic_System/patterns/scan-grid.png,png,39883,9bc73373acb88d5c2cfde77487702d107d8e8aa7854b12ee6108e6b732dc2471,preserved
06_Graphic_System/patterns/scan-grid.svg,svg,773,d1ce4e3b521f78342b0305aa80f8f499df3793dfa8c7690ab0923c4127b3b41a,preserved
06_Graphic_System/textures/evidence-network.svg,svg,918,ae1610f75da815c669a968effc2aff5d197f031a71b1afdafd9524f848fb72f4,preserved
07_Templates/README-V2.md,md,1516,252c6117fd7f6af041faec4bbbf703a49ba04464f363ad7d9a88c91312056e78,new
07_Templates/email/email-signature.html,html,579,1b1c4e81837c338d9ab3352823ad0b9cff7fb8155a42f05e78472f385e2b28be,preserved
07_Templates/email/newsletter-template.html,html,1270,c0392b2bad0caab16095c2152932eb67f2086b00060ec554bf3cfb495d259a12,preserved
07_Templates/instagram/instagram-carousel-01.png,png,106638,110d220d3492d1edde20ca4dc0b9dd9fc75a8c1bc8fbd216a38eac50b472d0d3,preserved
07_Templates/instagram/instagram-carousel-01.svg,svg,3956,6f524d58a55ac15876eef11b688d5cc8861ee101fa215037587be52a1be39a84,preserved
07_Templates/instagram/instagram-carousel-02.png,png,95957,51432f72a9aeac9d319247cb001b6bb4019b5a73227a3275db5cbe7b64590b98,preserved
07_Templates/instagram/instagram-carousel-02.svg,svg,3924,50e39224dbd14549be463e581889b2134857e64cf88b9724f5eaf886fd3dedd0,preserved
07_Templates/instagram/instagram-carousel-03.png,png,93559,59bcdbbf0ba645a2496cb333abed95c5654d1f2fb1b480a550323bde59eb3b62,preserved
07_Templates/instagram/instagram-carousel-03.svg,svg,3906,60f0477c991b8a6c2abcedda3b9142b79b043bda80d46a1351eb61113f4b3086,preserved
07_Templates/instagram/instagram-carousel-04.png,png,99893,d119b11fea006ab52581d4c461658b52df3e2c294079c371bdbccfe8fa5396cb,preserved
07_Templates/instagram/instagram-carousel-04.svg,svg,3922,e6c8a065a49538405a42d13fc950cd67c203aee1ac91dbdf039fdf7d2d5a793e,preserved
07_Templates/instagram/instagram-carousel-05.png,png,105441,bd36115400f5fab862a7cd3c70579373ecee66ccdf3cee22d858a3b0e1f9e753,preserved
